,training_examples,noise,sigma,acc
1284,20,0.4444444444444444,0.42105342105263155,0.4
1285,20,0.4444444444444444,0.42105342105263155,0.46
1286,20,0.4444444444444444,0.42105342105263155,0.42
1287,20,0.4444444444444444,0.42105342105263155,0.46
1288,20,0.4444444444444444,0.42105342105263155,0.52
1289,20,0.4444444444444444,0.42105342105263155,0.56
1290,5,0.6666666666666666,0.42105342105263155,0.58
1291,5,0.6666666666666666,0.42105342105263155,0.72
1292,5,0.6666666666666666,0.42105342105263155,0.48
1293,5,0.6666666666666666,0.42105342105263155,0.52
1294,5,0.6666666666666666,0.42105342105263155,0.54
1295,5,0.6666666666666666,0.42105342105263155,0.48
1296,5,0.6666666666666666,0.42105342105263155,0.48
1297,5,0.6666666666666666,0.42105342105263155,0.5
1298,5,0.6666666666666666,0.42105342105263155,0.48
1299,5,0.6666666666666666,0.42105342105263155,0.48
1300,10,0.6666666666666666,0.42105342105263155,0.5
1301,10,0.6666666666666666,0.42105342105263155,0.5
1302,10,0.6666666666666666,0.42105342105263155,0.46
1303,10,0.6666666666666666,0.42105342105263155,0.56
1304,10,0.6666666666666666,0.42105342105263155,0.5
1305,10,0.6666666666666666,0.42105342105263155,0.38
1306,10,0.6666666666666666,0.42105342105263155,0.6
1307,10,0.6666666666666666,0.42105342105263155,0.5
1308,10,0.6666666666666666,0.42105342105263155,0.54
1309,10,0.6666666666666666,0.42105342105263155,0.58
1310,20,0.6666666666666666,0.42105342105263155,0.48
1311,20,0.6666666666666666,0.42105342105263155,0.34
1312,20,0.6666666666666666,0.42105342105263155,0.44
1313,20,0.6666666666666666,0.42105342105263155,0.38
1314,20,0.6666666666666666,0.42105342105263155,0.5
1315,20,0.6666666666666666,0.42105342105263155,0.54
1316,20,0.6666666666666666,0.42105342105263155,0.54
1317,20,0.6666666666666666,0.42105342105263155,0.44
1318,20,0.6666666666666666,0.42105342105263155,0.62
1319,20,0.6666666666666666,0.42105342105263155,0.5
1320,5,0.8888888888888888,0.42105342105263155,0.38
1321,5,0.8888888888888888,0.42105342105263155,0.32
1322,5,0.8888888888888888,0.42105342105263155,0.42
1323,5,0.8888888888888888,0.42105342105263155,0.56
1324,5,0.8888888888888888,0.42105342105263155,0.58
1325,5,0.8888888888888888,0.42105342105263155,0.48
1326,5,0.8888888888888888,0.42105342105263155,0.6
1327,5,0.8888888888888888,0.42105342105263155,0.46
1328,5,0.8888888888888888,0.42105342105263155,0.54
1329,5,0.8888888888888888,0.42105342105263155,0.46
1330,10,0.8888888888888888,0.42105342105263155,0.34
1331,10,0.8888888888888888,0.42105342105263155,0.56
1332,10,0.8888888888888888,0.42105342105263155,0.54
1333,10,0.8888888888888888,0.42105342105263155,0.42
1334,10,0.8888888888888888,0.42105342105263155,0.5
1335,10,0.8888888888888888,0.42105342105263155,0.5
1336,10,0.8888888888888888,0.42105342105263155,0.46
1337,10,0.8888888888888888,0.42105342105263155,0.44
1338,10,0.8888888888888888,0.42105342105263155,0.6
1339,10,0.8888888888888888,0.42105342105263155,0.58
1340,20,0.8888888888888888,0.42105342105263155,0.4
1341,20,0.8888888888888888,0.42105342105263155,0.46
1342,20,0.8888888888888888,0.42105342105263155,0.34
1343,20,0.8888888888888888,0.42105342105263155,0.66
1344,20,0.8888888888888888,0.42105342105263155,0.56
1345,20,0.8888888888888888,0.42105342105263155,0.42
1346,20,0.8888888888888888,0.42105342105263155,0.42
1347,20,0.8888888888888888,0.42105342105263155,0.64
1348,20,0.8888888888888888,0.42105342105263155,0.6
1349,20,0.8888888888888888,0.42105342105263155,0.62
1350,5,1.1111111111111112,0.42105342105263155,0.62
1351,5,1.1111111111111112,0.42105342105263155,0.6
1352,5,1.1111111111111112,0.42105342105263155,0.54
1353,5,1.1111111111111112,0.42105342105263155,0.5
1354,5,1.1111111111111112,0.42105342105263155,0.46
1355,5,1.1111111111111112,0.42105342105263155,0.44
1356,5,1.1111111111111112,0.42105342105263155,0.62
1357,5,1.1111111111111112,0.42105342105263155,0.66
1358,5,1.1111111111111112,0.42105342105263155,0.56
1359,5,1.1111111111111112,0.42105342105263155,0.48
1360,10,1.1111111111111112,0.42105342105263155,0.52
1361,10,1.1111111111111112,0.42105342105263155,0.52
1362,10,1.1111111111111112,0.42105342105263155,0.46
1363,10,1.1111111111111112,0.42105342105263155,0.46
1364,10,1.1111111111111112,0.42105342105263155,0.52
1365,10,1.1111111111111112,0.42105342105263155,0.48
1366,10,1.1111111111111112,0.42105342105263155,0.5
1367,10,1.1111111111111112,0.42105342105263155,0.56
1368,10,1.1111111111111112,0.42105342105263155,0.6
1369,10,1.1111111111111112,0.42105342105263155,0.56
1370,20,1.1111111111111112,0.42105342105263155,0.54
1371,20,1.1111111111111112,0.42105342105263155,0.46
1372,20,1.1111111111111112,0.42105342105263155,0.52
1373,20,1.1111111111111112,0.42105342105263155,0.54
1374,20,1.1111111111111112,0.42105342105263155,0.58
1375,20,1.1111111111111112,0.42105342105263155,0.54
1376,20,1.1111111111111112,0.42105342105263155,0.48
1377,20,1.1111111111111112,0.42105342105263155,0.54
1378,20,1.1111111111111112,0.42105342105263155,0.52
1379,20,1.1111111111111112,0.42105342105263155,0.44
1380,5,1.3333333333333333,0.42105342105263155,0.5
1381,5,1.3333333333333333,0.42105342105263155,0.54
1382,5,1.3333333333333333,0.42105342105263155,0.5
1383,5,1.3333333333333333,0.42105342105263155,0.32
1384,5,1.3333333333333333,0.42105342105263155,0.44
1385,5,1.3333333333333333,0.42105342105263155,0.46
1386,5,1.3333333333333333,0.42105342105263155,0.4
1387,5,1.3333333333333333,0.42105342105263155,0.44
1388,5,1.3333333333333333,0.42105342105263155,0.5
1389,5,1.3333333333333333,0.42105342105263155,0.54
1390,10,1.3333333333333333,0.42105342105263155,0.5
1391,10,1.3333333333333333,0.42105342105263155,0.58
1392,10,1.3333333333333333,0.42105342105263155,0.52
1393,10,1.3333333333333333,0.42105342105263155,0.5
1394,10,1.3333333333333333,0.42105342105263155,0.7
1395,10,1.3333333333333333,0.42105342105263155,0.64
1396,10,1.3333333333333333,0.42105342105263155,0.46
1397,10,1.3333333333333333,0.42105342105263155,0.5
1398,10,1.3333333333333333,0.42105342105263155,0.38
1399,10,1.3333333333333333,0.42105342105263155,0.44
1400,20,1.3333333333333333,0.42105342105263155,0.5
1401,20,1.3333333333333333,0.42105342105263155,0.46
1402,20,1.3333333333333333,0.42105342105263155,0.52
1403,20,1.3333333333333333,0.42105342105263155,0.5
1404,20,1.3333333333333333,0.42105342105263155,0.52
1405,20,1.3333333333333333,0.42105342105263155,0.54
1406,20,1.3333333333333333,0.42105342105263155,0.52
1407,20,1.3333333333333333,0.42105342105263155,0.56
1408,20,1.3333333333333333,0.42105342105263155,0.48
1409,20,1.3333333333333333,0.42105342105263155,0.62
1410,5,1.5555555555555554,0.42105342105263155,0.4
1411,5,1.5555555555555554,0.42105342105263155,0.44
1412,5,1.5555555555555554,0.42105342105263155,0.46
1413,5,1.5555555555555554,0.42105342105263155,0.62
1414,5,1.5555555555555554,0.42105342105263155,0.52
1415,5,1.5555555555555554,0.42105342105263155,0.52
1416,5,1.5555555555555554,0.42105342105263155,0.54
1417,5,1.5555555555555554,0.42105342105263155,0.34
1418,5,1.5555555555555554,0.42105342105263155,0.4
1419,5,1.5555555555555554,0.42105342105263155,0.4
1420,10,1.5555555555555554,0.42105342105263155,0.52
1421,10,1.5555555555555554,0.42105342105263155,0.54
1422,10,1.5555555555555554,0.42105342105263155,0.58
1423,10,1.5555555555555554,0.42105342105263155,0.5
1424,10,1.5555555555555554,0.42105342105263155,0.44
1425,10,1.5555555555555554,0.42105342105263155,0.66
1426,10,1.5555555555555554,0.42105342105263155,0.48
1427,10,1.5555555555555554,0.42105342105263155,0.48
1428,10,1.5555555555555554,0.42105342105263155,0.52
1429,10,1.5555555555555554,0.42105342105263155,0.5
1430,20,1.5555555555555554,0.42105342105263155,0.56
1431,20,1.5555555555555554,0.42105342105263155,0.48
1432,20,1.5555555555555554,0.42105342105263155,0.52
1433,20,1.5555555555555554,0.42105342105263155,0.58
1434,20,1.5555555555555554,0.42105342105263155,0.6
1435,20,1.5555555555555554,0.42105342105263155,0.5
1436,20,1.5555555555555554,0.42105342105263155,0.5
1437,20,1.5555555555555554,0.42105342105263155,0.5
1438,20,1.5555555555555554,0.42105342105263155,0.44
1439,20,1.5555555555555554,0.42105342105263155,0.38
1440,5,1.7777777777777777,0.42105342105263155,0.48
1441,5,1.7777777777777777,0.42105342105263155,0.36
1442,5,1.7777777777777777,0.42105342105263155,0.54
1443,5,1.7777777777777777,0.42105342105263155,0.52
1444,5,1.7777777777777777,0.42105342105263155,0.44
1445,5,1.7777777777777777,0.42105342105263155,0.56
1446,5,1.7777777777777777,0.42105342105263155,0.38
1447,5,1.7777777777777777,0.42105342105263155,0.48
1448,5,1.7777777777777777,0.42105342105263155,0.46
1449,5,1.7777777777777777,0.42105342105263155,0.46
1450,10,1.7777777777777777,0.42105342105263155,0.58
1451,10,1.7777777777777777,0.42105342105263155,0.48
1452,10,1.7777777777777777,0.42105342105263155,0.52
1453,10,1.7777777777777777,0.42105342105263155,0.64
1454,10,1.7777777777777777,0.42105342105263155,0.46
1455,10,1.7777777777777777,0.42105342105263155,0.54
1456,10,1.7777777777777777,0.42105342105263155,0.58
1457,10,1.7777777777777777,0.42105342105263155,0.4
1458,10,1.7777777777777777,0.42105342105263155,0.46
1459,10,1.7777777777777777,0.42105342105263155,0.62
1460,20,1.7777777777777777,0.42105342105263155,0.54
1461,20,1.7777777777777777,0.42105342105263155,0.48
1462,20,1.7777777777777777,0.42105342105263155,0.42
1463,20,1.7777777777777777,0.42105342105263155,0.48
1464,20,1.7777777777777777,0.42105342105263155,0.42
1465,20,1.7777777777777777,0.42105342105263155,0.46
1466,20,1.7777777777777777,0.42105342105263155,0.52
1467,20,1.7777777777777777,0.42105342105263155,0.56
1468,20,1.7777777777777777,0.42105342105263155,0.42
1469,20,1.7777777777777777,0.42105342105263155,0.38
1470,5,2.0,0.42105342105263155,0.52
1471,5,2.0,0.42105342105263155,0.42
1472,5,2.0,0.42105342105263155,0.52
1473,5,2.0,0.42105342105263155,0.52
1474,5,2.0,0.42105342105263155,0.54
1475,5,2.0,0.42105342105263155,0.54
1476,5,2.0,0.42105342105263155,0.48
1477,5,2.0,0.42105342105263155,0.56
1478,5,2.0,0.42105342105263155,0.36
1479,5,2.0,0.42105342105263155,0.4
1480,10,2.0,0.42105342105263155,0.44
1481,10,2.0,0.42105342105263155,0.58
1482,10,2.0,0.42105342105263155,0.5
1483,10,2.0,0.42105342105263155,0.46
1484,10,2.0,0.42105342105263155,0.56
1485,10,2.0,0.42105342105263155,0.58
1486,10,2.0,0.42105342105263155,0.5
1487,10,2.0,0.42105342105263155,0.3
1488,10,2.0,0.42105342105263155,0.46
1489,10,2.0,0.42105342105263155,0.52
1490,20,2.0,0.42105342105263155,0.62
1491,20,2.0,0.42105342105263155,0.48
1492,20,2.0,0.42105342105263155,0.66
1493,20,2.0,0.42105342105263155,0.48
1494,20,2.0,0.42105342105263155,0.58
1495,20,2.0,0.42105342105263155,0.5
1496,20,2.0,0.42105342105263155,0.48
1497,20,2.0,0.42105342105263155,0.46
1498,20,2.0,0.42105342105263155,0.34
1499,20,2.0,0.42105342105263155,0.52
1500,5,0.0,0.5263165263157895,0.62
1501,5,0.0,0.5263165263157895,0.48
1502,5,0.0,0.5263165263157895,0.46
1503,5,0.0,0.5263165263157895,0.58
1504,5,0.0,0.5263165263157895,0.58
1505,5,0.0,0.5263165263157895,0.58
1506,5,0.0,0.5263165263157895,0.48
1507,5,0.0,0.5263165263157895,0.66
1508,5,0.0,0.5263165263157895,0.46
1509,5,0.0,0.5263165263157895,0.52
1510,10,0.0,0.5263165263157895,0.5
1511,10,0.0,0.5263165263157895,0.48
1512,10,0.0,0.5263165263157895,0.58
1513,10,0.0,0.5263165263157895,0.54
1514,10,0.0,0.5263165263157895,0.4
1515,10,0.0,0.5263165263157895,0.66
1516,10,0.0,0.5263165263157895,0.38
1517,10,0.0,0.5263165263157895,0.4
1518,10,0.0,0.5263165263157895,0.46
1519,10,0.0,0.5263165263157895,0.58
1520,20,0.0,0.5263165263157895,0.46
1521,20,0.0,0.5263165263157895,0.56
1522,20,0.0,0.5263165263157895,0.52
1523,20,0.0,0.5263165263157895,0.52
1524,20,0.0,0.5263165263157895,0.44
1525,20,0.0,0.5263165263157895,0.52
1526,20,0.0,0.5263165263157895,0.6
1527,20,0.0,0.5263165263157895,0.56
1528,20,0.0,0.5263165263157895,0.5
1529,20,0.0,0.5263165263157895,0.5
1530,5,0.2222222222222222,0.5263165263157895,0.54
1531,5,0.2222222222222222,0.5263165263157895,0.42
1532,5,0.2222222222222222,0.5263165263157895,0.66
1533,5,0.2222222222222222,0.5263165263157895,0.46
1534,5,0.2222222222222222,0.5263165263157895,0.46
1535,5,0.2222222222222222,0.5263165263157895,0.54
1536,5,0.2222222222222222,0.5263165263157895,0.54
1537,5,0.2222222222222222,0.5263165263157895,0.5
1538,5,0.2222222222222222,0.5263165263157895,0.32
1539,5,0.2222222222222222,0.5263165263157895,0.42
1540,10,0.2222222222222222,0.5263165263157895,0.54
1541,10,0.2222222222222222,0.5263165263157895,0.54
1542,10,0.2222222222222222,0.5263165263157895,0.42
1543,10,0.2222222222222222,0.5263165263157895,0.44
1544,10,0.2222222222222222,0.5263165263157895,0.5
1545,10,0.2222222222222222,0.5263165263157895,0.42
1546,10,0.2222222222222222,0.5263165263157895,0.64
1547,10,0.2222222222222222,0.5263165263157895,0.44
1548,10,0.2222222222222222,0.5263165263157895,0.48
1549,10,0.2222222222222222,0.5263165263157895,0.46
1550,20,0.2222222222222222,0.5263165263157895,0.52
1551,20,0.2222222222222222,0.5263165263157895,0.56
1552,20,0.2222222222222222,0.5263165263157895,0.5
1553,20,0.2222222222222222,0.5263165263157895,0.58
1554,20,0.2222222222222222,0.5263165263157895,0.36
1555,20,0.2222222222222222,0.5263165263157895,0.42
1556,20,0.2222222222222222,0.5263165263157895,0.62
1557,20,0.2222222222222222,0.5263165263157895,0.66
1558,20,0.2222222222222222,0.5263165263157895,0.56
1559,20,0.2222222222222222,0.5263165263157895,0.54
1560,5,0.4444444444444444,0.5263165263157895,0.62
1561,5,0.4444444444444444,0.5263165263157895,0.4
1562,5,0.4444444444444444,0.5263165263157895,0.38
1563,5,0.4444444444444444,0.5263165263157895,0.36
1564,5,0.4444444444444444,0.5263165263157895,0.5
1565,5,0.4444444444444444,0.5263165263157895,0.64
1566,5,0.4444444444444444,0.5263165263157895,0.64
1567,5,0.4444444444444444,0.5263165263157895,0.54
1568,5,0.4444444444444444,0.5263165263157895,0.52
1569,5,0.4444444444444444,0.5263165263157895,0.4
1570,10,0.4444444444444444,0.5263165263157895,0.48
1571,10,0.4444444444444444,0.5263165263157895,0.48
1572,10,0.4444444444444444,0.5263165263157895,0.4
1573,10,0.4444444444444444,0.5263165263157895,0.64
1574,10,0.4444444444444444,0.5263165263157895,0.66
1575,10,0.4444444444444444,0.5263165263157895,0.44
1576,10,0.4444444444444444,0.5263165263157895,0.46
1577,10,0.4444444444444444,0.5263165263157895,0.5
1578,10,0.4444444444444444,0.5263165263157895,0.5
1579,10,0.4444444444444444,0.5263165263157895,0.4
1580,20,0.4444444444444444,0.5263165263157895,0.44
1581,20,0.4444444444444444,0.5263165263157895,0.54
1582,20,0.4444444444444444,0.5263165263157895,0.5
1583,20,0.4444444444444444,0.5263165263157895,0.5
1584,20,0.4444444444444444,0.5263165263157895,0.6
1585,20,0.4444444444444444,0.5263165263157895,0.42
1586,20,0.4444444444444444,0.5263165263157895,0.58
1587,20,0.4444444444444444,0.5263165263157895,0.46
1588,20,0.4444444444444444,0.5263165263157895,0.54
1589,20,0.4444444444444444,0.5263165263157895,0.56
1590,5,0.6666666666666666,0.5263165263157895,0.6
1591,5,0.6666666666666666,0.5263165263157895,0.48
1592,5,0.6666666666666666,0.5263165263157895,0.5
1593,5,0.6666666666666666,0.5263165263157895,0.56
1594,5,0.6666666666666666,0.5263165263157895,0.54
1595,5,0.6666666666666666,0.5263165263157895,0.56
1596,5,0.6666666666666666,0.5263165263157895,0.52
1597,5,0.6666666666666666,0.5263165263157895,0.46
1598,5,0.6666666666666666,0.5263165263157895,0.5
1599,5,0.6666666666666666,0.5263165263157895,0.34
1600,10,0.6666666666666666,0.5263165263157895,0.66
1601,10,0.6666666666666666,0.5263165263157895,0.48
1602,10,0.6666666666666666,0.5263165263157895,0.42
1603,10,0.6666666666666666,0.5263165263157895,0.5
1604,10,0.6666666666666666,0.5263165263157895,0.58
1605,10,0.6666666666666666,0.5263165263157895,0.46
1606,10,0.6666666666666666,0.5263165263157895,0.44
1607,10,0.6666666666666666,0.5263165263157895,0.52
1608,10,0.6666666666666666,0.5263165263157895,0.42
1609,10,0.6666666666666666,0.5263165263157895,0.56
1610,20,0.6666666666666666,0.5263165263157895,0.48
1611,20,0.6666666666666666,0.5263165263157895,0.28
1612,20,0.6666666666666666,0.5263165263157895,0.36
1613,20,0.6666666666666666,0.5263165263157895,0.58
1614,20,0.6666666666666666,0.5263165263157895,0.54
1615,20,0.6666666666666666,0.5263165263157895,0.54
1616,20,0.6666666666666666,0.5263165263157895,0.62
1617,20,0.6666666666666666,0.5263165263157895,0.5
1618,20,0.6666666666666666,0.5263165263157895,0.54
1619,20,0.6666666666666666,0.5263165263157895,0.4
1620,5,0.8888888888888888,0.5263165263157895,0.46
1621,5,0.8888888888888888,0.5263165263157895,0.34
1622,5,0.8888888888888888,0.5263165263157895,0.56
1623,5,0.8888888888888888,0.5263165263157895,0.4
1624,5,0.8888888888888888,0.5263165263157895,0.56
1625,5,0.8888888888888888,0.5263165263157895,0.54
1626,5,0.8888888888888888,0.5263165263157895,0.5
1627,5,0.8888888888888888,0.5263165263157895,0.58
1628,5,0.8888888888888888,0.5263165263157895,0.42
1629,5,0.8888888888888888,0.5263165263157895,0.56
1630,10,0.8888888888888888,0.5263165263157895,0.54
1631,10,0.8888888888888888,0.5263165263157895,0.46
1632,10,0.8888888888888888,0.5263165263157895,0.5
1633,10,0.8888888888888888,0.5263165263157895,0.56
1634,10,0.8888888888888888,0.5263165263157895,0.56
1635,10,0.8888888888888888,0.5263165263157895,0.56
1636,10,0.8888888888888888,0.5263165263157895,0.44
1637,10,0.8888888888888888,0.5263165263157895,0.38
1638,10,0.8888888888888888,0.5263165263157895,0.48
1639,10,0.8888888888888888,0.5263165263157895,0.46
1640,20,0.8888888888888888,0.5263165263157895,0.56
1641,20,0.8888888888888888,0.5263165263157895,0.56
1642,20,0.8888888888888888,0.5263165263157895,0.62
1643,20,0.8888888888888888,0.5263165263157895,0.56
1644,20,0.8888888888888888,0.5263165263157895,0.54
1645,20,0.8888888888888888,0.5263165263157895,0.44
1646,20,0.8888888888888888,0.5263165263157895,0.54
1647,20,0.8888888888888888,0.5263165263157895,0.6
1648,20,0.8888888888888888,0.5263165263157895,0.46
1649,20,0.8888888888888888,0.5263165263157895,0.48
1650,5,1.1111111111111112,0.5263165263157895,0.52
1651,5,1.1111111111111112,0.5263165263157895,0.52
1652,5,1.1111111111111112,0.5263165263157895,0.64
1653,5,1.1111111111111112,0.5263165263157895,0.52
1654,5,1.1111111111111112,0.5263165263157895,0.5
1655,5,1.1111111111111112,0.5263165263157895,0.52
1656,5,1.1111111111111112,0.5263165263157895,0.54
1657,5,1.1111111111111112,0.5263165263157895,0.5
1658,5,1.1111111111111112,0.5263165263157895,0.58
1659,5,1.1111111111111112,0.5263165263157895,0.64
1660,10,1.1111111111111112,0.5263165263157895,0.46
1661,10,1.1111111111111112,0.5263165263157895,0.36
1662,10,1.1111111111111112,0.5263165263157895,0.56
1663,10,1.1111111111111112,0.5263165263157895,0.46
1664,10,1.1111111111111112,0.5263165263157895,0.42
1665,10,1.1111111111111112,0.5263165263157895,0.5
1666,10,1.1111111111111112,0.5263165263157895,0.6
1667,10,1.1111111111111112,0.5263165263157895,0.54
1668,10,1.1111111111111112,0.5263165263157895,0.36
1669,10,1.1111111111111112,0.5263165263157895,0.44
1670,20,1.1111111111111112,0.5263165263157895,0.44
1671,20,1.1111111111111112,0.5263165263157895,0.52
1672,20,1.1111111111111112,0.5263165263157895,0.56
1673,20,1.1111111111111112,0.5263165263157895,0.48
1674,20,1.1111111111111112,0.5263165263157895,0.5
1675,20,1.1111111111111112,0.5263165263157895,0.5
1676,20,1.1111111111111112,0.5263165263157895,0.48
1677,20,1.1111111111111112,0.5263165263157895,0.54
1678,20,1.1111111111111112,0.5263165263157895,0.46
1679,20,1.1111111111111112,0.5263165263157895,0.52
1680,5,1.3333333333333333,0.5263165263157895,0.54
1681,5,1.3333333333333333,0.5263165263157895,0.38
1682,5,1.3333333333333333,0.5263165263157895,0.4
1683,5,1.3333333333333333,0.5263165263157895,0.4
1684,5,1.3333333333333333,0.5263165263157895,0.48
1685,5,1.3333333333333333,0.5263165263157895,0.54
1686,5,1.3333333333333333,0.5263165263157895,0.48
1687,5,1.3333333333333333,0.5263165263157895,0.5
1688,5,1.3333333333333333,0.5263165263157895,0.4
1689,5,1.3333333333333333,0.5263165263157895,0.7
1690,10,1.3333333333333333,0.5263165263157895,0.5
1691,10,1.3333333333333333,0.5263165263157895,0.48
1692,10,1.3333333333333333,0.5263165263157895,0.42
1693,10,1.3333333333333333,0.5263165263157895,0.48
1694,10,1.3333333333333333,0.5263165263157895,0.62
1695,10,1.3333333333333333,0.5263165263157895,0.48
1696,10,1.3333333333333333,0.5263165263157895,0.42
1697,10,1.3333333333333333,0.5263165263157895,0.48
1698,10,1.3333333333333333,0.5263165263157895,0.58
1699,10,1.3333333333333333,0.5263165263157895,0.52
1700,20,1.3333333333333333,0.5263165263157895,0.6
1701,20,1.3333333333333333,0.5263165263157895,0.56
1702,20,1.3333333333333333,0.5263165263157895,0.56
1703,20,1.3333333333333333,0.5263165263157895,0.5
1704,20,1.3333333333333333,0.5263165263157895,0.4
1705,20,1.3333333333333333,0.5263165263157895,0.56
1706,20,1.3333333333333333,0.5263165263157895,0.52
1707,20,1.3333333333333333,0.5263165263157895,0.38
1708,20,1.3333333333333333,0.5263165263157895,0.52
1709,20,1.3333333333333333,0.5263165263157895,0.52
1710,5,1.5555555555555554,0.5263165263157895,0.46
1711,5,1.5555555555555554,0.5263165263157895,0.38
1712,5,1.5555555555555554,0.5263165263157895,0.46
1713,5,1.5555555555555554,0.5263165263157895,0.48
1714,5,1.5555555555555554,0.5263165263157895,0.48
1715,5,1.5555555555555554,0.5263165263157895,0.52
1716,5,1.5555555555555554,0.5263165263157895,0.6
1717,5,1.5555555555555554,0.5263165263157895,0.56
1718,5,1.5555555555555554,0.5263165263157895,0.48
1719,5,1.5555555555555554,0.5263165263157895,0.44
1720,10,1.5555555555555554,0.5263165263157895,0.52
1721,10,1.5555555555555554,0.5263165263157895,0.6
1722,10,1.5555555555555554,0.5263165263157895,0.54
1723,10,1.5555555555555554,0.5263165263157895,0.5
1724,10,1.5555555555555554,0.5263165263157895,0.4
1725,10,1.5555555555555554,0.5263165263157895,0.54
1726,10,1.5555555555555554,0.5263165263157895,0.42
1727,10,1.5555555555555554,0.5263165263157895,0.36
1728,10,1.5555555555555554,0.5263165263157895,0.4
1729,10,1.5555555555555554,0.5263165263157895,0.5
1730,20,1.5555555555555554,0.5263165263157895,0.54
1731,20,1.5555555555555554,0.5263165263157895,0.54
1732,20,1.5555555555555554,0.5263165263157895,0.36
1733,20,1.5555555555555554,0.5263165263157895,0.54
1734,20,1.5555555555555554,0.5263165263157895,0.6
1735,20,1.5555555555555554,0.5263165263157895,0.48
1736,20,1.5555555555555554,0.5263165263157895,0.5
1737,20,1.5555555555555554,0.5263165263157895,0.48
1738,20,1.5555555555555554,0.5263165263157895,0.54
1739,20,1.5555555555555554,0.5263165263157895,0.46
1740,5,1.7777777777777777,0.5263165263157895,0.5
1741,5,1.7777777777777777,0.5263165263157895,0.46
1742,5,1.7777777777777777,0.5263165263157895,0.48
1743,5,1.7777777777777777,0.5263165263157895,0.5
1744,5,1.7777777777777777,0.5263165263157895,0.5
1745,5,1.7777777777777777,0.5263165263157895,0.44
1746,5,1.7777777777777777,0.5263165263157895,0.52
1747,5,1.7777777777777777,0.5263165263157895,0.48
1748,5,1.7777777777777777,0.5263165263157895,0.54
1749,5,1.7777777777777777,0.5263165263157895,0.46
1750,10,1.7777777777777777,0.5263165263157895,0.52
1751,10,1.7777777777777777,0.5263165263157895,0.5
1752,10,1.7777777777777777,0.5263165263157895,0.5
1753,10,1.7777777777777777,0.5263165263157895,0.54
1754,10,1.7777777777777777,0.5263165263157895,0.46
1755,10,1.7777777777777777,0.5263165263157895,0.56
1756,10,1.7777777777777777,0.5263165263157895,0.42
1757,10,1.7777777777777777,0.5263165263157895,0.42
1758,10,1.7777777777777777,0.5263165263157895,0.5
1759,10,1.7777777777777777,0.5263165263157895,0.52
1760,20,1.7777777777777777,0.5263165263157895,0.34
1761,20,1.7777777777777777,0.5263165263157895,0.54
1762,20,1.7777777777777777,0.5263165263157895,0.62
1763,20,1.7777777777777777,0.5263165263157895,0.52
1764,20,1.7777777777777777,0.5263165263157895,0.38
1765,20,1.7777777777777777,0.5263165263157895,0.36
1766,20,1.7777777777777777,0.5263165263157895,0.62
1767,20,1.7777777777777777,0.5263165263157895,0.44
1768,20,1.7777777777777777,0.5263165263157895,0.6
1769,20,1.7777777777777777,0.5263165263157895,0.5
1770,5,2.0,0.5263165263157895,0.5
1771,5,2.0,0.5263165263157895,0.5
1772,5,2.0,0.5263165263157895,0.46
1773,5,2.0,0.5263165263157895,0.4
1774,5,2.0,0.5263165263157895,0.6
1775,5,2.0,0.5263165263157895,0.48
1776,5,2.0,0.5263165263157895,0.42
1777,5,2.0,0.5263165263157895,0.48
1778,5,2.0,0.5263165263157895,0.52
1779,5,2.0,0.5263165263157895,0.44
1780,10,2.0,0.5263165263157895,0.5
1781,10,2.0,0.5263165263157895,0.46
1782,10,2.0,0.5263165263157895,0.56
1783,10,2.0,0.5263165263157895,0.34
1784,10,2.0,0.5263165263157895,0.48
1785,10,2.0,0.5263165263157895,0.46
1786,10,2.0,0.5263165263157895,0.54
1787,10,2.0,0.5263165263157895,0.5
1788,10,2.0,0.5263165263157895,0.52
1789,10,2.0,0.5263165263157895,0.44
1790,20,2.0,0.5263165263157895,0.54
1791,20,2.0,0.5263165263157895,0.64
1792,20,2.0,0.5263165263157895,0.5
1793,20,2.0,0.5263165263157895,0.54
1794,20,2.0,0.5263165263157895,0.52
1795,20,2.0,0.5263165263157895,0.48
1796,20,2.0,0.5263165263157895,0.44
1797,20,2.0,0.5263165263157895,0.36
1798,20,2.0,0.5263165263157895,0.56
1799,20,2.0,0.5263165263157895,0.7
1800,5,0.0,0.6315796315789474,0.36
1801,5,0.0,0.6315796315789474,0.5
1802,5,0.0,0.6315796315789474,0.62
1803,5,0.0,0.6315796315789474,0.4
1804,5,0.0,0.6315796315789474,0.46
1805,5,0.0,0.6315796315789474,0.54
1806,5,0.0,0.6315796315789474,0.3
1807,5,0.0,0.6315796315789474,0.62
1808,5,0.0,0.6315796315789474,0.58
1809,5,0.0,0.6315796315789474,0.56
1810,10,0.0,0.6315796315789474,0.46
1811,10,0.0,0.6315796315789474,0.6
1812,10,0.0,0.6315796315789474,0.48
1813,10,0.0,0.6315796315789474,0.5
1814,10,0.0,0.6315796315789474,0.38
1815,10,0.0,0.6315796315789474,0.52
1816,10,0.0,0.6315796315789474,0.46
1817,10,0.0,0.6315796315789474,0.52
1818,10,0.0,0.6315796315789474,0.52
1819,10,0.0,0.6315796315789474,0.4
1820,20,0.0,0.6315796315789474,0.46
1821,20,0.0,0.6315796315789474,0.56
