,training_examples,noise,sigma,acc
4467,20,1.7777777777777777,1.4736844736842105,0.46
4468,20,1.7777777777777777,1.4736844736842105,0.54
4469,20,1.7777777777777777,1.4736844736842105,0.46
4470,5,2.0,1.4736844736842105,0.46
4471,5,2.0,1.4736844736842105,0.52
4472,5,2.0,1.4736844736842105,0.52
4473,5,2.0,1.4736844736842105,0.42
4474,5,2.0,1.4736844736842105,0.48
4475,5,2.0,1.4736844736842105,0.7
4476,5,2.0,1.4736844736842105,0.58
4477,5,2.0,1.4736844736842105,0.54
4478,5,2.0,1.4736844736842105,0.44
4479,5,2.0,1.4736844736842105,0.52
4480,10,2.0,1.4736844736842105,0.42
4481,10,2.0,1.4736844736842105,0.42
4482,10,2.0,1.4736844736842105,0.4
4483,10,2.0,1.4736844736842105,0.42
4484,10,2.0,1.4736844736842105,0.46
4485,10,2.0,1.4736844736842105,0.56
4486,10,2.0,1.4736844736842105,0.6
4487,10,2.0,1.4736844736842105,0.56
4488,10,2.0,1.4736844736842105,0.42
4489,10,2.0,1.4736844736842105,0.56
4490,20,2.0,1.4736844736842105,0.52
4491,20,2.0,1.4736844736842105,0.36
4492,20,2.0,1.4736844736842105,0.48
4493,20,2.0,1.4736844736842105,0.54
4494,20,2.0,1.4736844736842105,0.3
4495,20,2.0,1.4736844736842105,0.5
4496,20,2.0,1.4736844736842105,0.5
4497,20,2.0,1.4736844736842105,0.56
4498,20,2.0,1.4736844736842105,0.52
4499,20,2.0,1.4736844736842105,0.4
4500,5,0.0,1.5789475789473684,0.48
4501,5,0.0,1.5789475789473684,0.42
4502,5,0.0,1.5789475789473684,0.52
4503,5,0.0,1.5789475789473684,0.54
4504,5,0.0,1.5789475789473684,0.46
4505,5,0.0,1.5789475789473684,0.52
4506,5,0.0,1.5789475789473684,0.42
4507,5,0.0,1.5789475789473684,0.62
4508,5,0.0,1.5789475789473684,0.54
4509,5,0.0,1.5789475789473684,0.52
4510,10,0.0,1.5789475789473684,0.44
4511,10,0.0,1.5789475789473684,0.44
4512,10,0.0,1.5789475789473684,0.56
4513,10,0.0,1.5789475789473684,0.48
4514,10,0.0,1.5789475789473684,0.46
4515,10,0.0,1.5789475789473684,0.5
4516,10,0.0,1.5789475789473684,0.44
4517,10,0.0,1.5789475789473684,0.38
4518,10,0.0,1.5789475789473684,0.52
4519,10,0.0,1.5789475789473684,0.6
4520,20,0.0,1.5789475789473684,0.5
4521,20,0.0,1.5789475789473684,0.44
4522,20,0.0,1.5789475789473684,0.66
4523,20,0.0,1.5789475789473684,0.36
4524,20,0.0,1.5789475789473684,0.44
4525,20,0.0,1.5789475789473684,0.52
4526,20,0.0,1.5789475789473684,0.48
4527,20,0.0,1.5789475789473684,0.56
4528,20,0.0,1.5789475789473684,0.56
4529,20,0.0,1.5789475789473684,0.5
4530,5,0.2222222222222222,1.5789475789473684,0.56
4531,5,0.2222222222222222,1.5789475789473684,0.5
4532,5,0.2222222222222222,1.5789475789473684,0.48
4533,5,0.2222222222222222,1.5789475789473684,0.4
4534,5,0.2222222222222222,1.5789475789473684,0.54
4535,5,0.2222222222222222,1.5789475789473684,0.52
4536,5,0.2222222222222222,1.5789475789473684,0.48
4537,5,0.2222222222222222,1.5789475789473684,0.66
4538,5,0.2222222222222222,1.5789475789473684,0.5
4539,5,0.2222222222222222,1.5789475789473684,0.34
4540,10,0.2222222222222222,1.5789475789473684,0.66
4541,10,0.2222222222222222,1.5789475789473684,0.56
4542,10,0.2222222222222222,1.5789475789473684,0.52
4543,10,0.2222222222222222,1.5789475789473684,0.44
4544,10,0.2222222222222222,1.5789475789473684,0.56
4545,10,0.2222222222222222,1.5789475789473684,0.54
4546,10,0.2222222222222222,1.5789475789473684,0.52
4547,10,0.2222222222222222,1.5789475789473684,0.48
4548,10,0.2222222222222222,1.5789475789473684,0.6
4549,10,0.2222222222222222,1.5789475789473684,0.54
4550,20,0.2222222222222222,1.5789475789473684,0.54
4551,20,0.2222222222222222,1.5789475789473684,0.36
4552,20,0.2222222222222222,1.5789475789473684,0.46
4553,20,0.2222222222222222,1.5789475789473684,0.46
4554,20,0.2222222222222222,1.5789475789473684,0.46
4555,20,0.2222222222222222,1.5789475789473684,0.6
4556,20,0.2222222222222222,1.5789475789473684,0.52
4557,20,0.2222222222222222,1.5789475789473684,0.46
4558,20,0.2222222222222222,1.5789475789473684,0.5
4559,20,0.2222222222222222,1.5789475789473684,0.52
4560,5,0.4444444444444444,1.5789475789473684,0.58
4561,5,0.4444444444444444,1.5789475789473684,0.58
4562,5,0.4444444444444444,1.5789475789473684,0.54
4563,5,0.4444444444444444,1.5789475789473684,0.46
4564,5,0.4444444444444444,1.5789475789473684,0.64
4565,5,0.4444444444444444,1.5789475789473684,0.48
4566,5,0.4444444444444444,1.5789475789473684,0.52
4567,5,0.4444444444444444,1.5789475789473684,0.46
4568,5,0.4444444444444444,1.5789475789473684,0.5
4569,5,0.4444444444444444,1.5789475789473684,0.48
4570,10,0.4444444444444444,1.5789475789473684,0.5
4571,10,0.4444444444444444,1.5789475789473684,0.48
4572,10,0.4444444444444444,1.5789475789473684,0.48
4573,10,0.4444444444444444,1.5789475789473684,0.42
4574,10,0.4444444444444444,1.5789475789473684,0.54
4575,10,0.4444444444444444,1.5789475789473684,0.44
4576,10,0.4444444444444444,1.5789475789473684,0.48
4577,10,0.4444444444444444,1.5789475789473684,0.48
4578,10,0.4444444444444444,1.5789475789473684,0.52
4579,10,0.4444444444444444,1.5789475789473684,0.5
4580,20,0.4444444444444444,1.5789475789473684,0.44
4581,20,0.4444444444444444,1.5789475789473684,0.58
4582,20,0.4444444444444444,1.5789475789473684,0.54
4583,20,0.4444444444444444,1.5789475789473684,0.42
4584,20,0.4444444444444444,1.5789475789473684,0.5
4585,20,0.4444444444444444,1.5789475789473684,0.48
4586,20,0.4444444444444444,1.5789475789473684,0.48
4587,20,0.4444444444444444,1.5789475789473684,0.56
4588,20,0.4444444444444444,1.5789475789473684,0.46
4589,20,0.4444444444444444,1.5789475789473684,0.42
4590,5,0.6666666666666666,1.5789475789473684,0.34
4591,5,0.6666666666666666,1.5789475789473684,0.48
4592,5,0.6666666666666666,1.5789475789473684,0.44
4593,5,0.6666666666666666,1.5789475789473684,0.44
4594,5,0.6666666666666666,1.5789475789473684,0.46
4595,5,0.6666666666666666,1.5789475789473684,0.46
4596,5,0.6666666666666666,1.5789475789473684,0.54
4597,5,0.6666666666666666,1.5789475789473684,0.44
4598,5,0.6666666666666666,1.5789475789473684,0.5
4599,5,0.6666666666666666,1.5789475789473684,0.44
4600,10,0.6666666666666666,1.5789475789473684,0.48
4601,10,0.6666666666666666,1.5789475789473684,0.56
4602,10,0.6666666666666666,1.5789475789473684,0.46
4603,10,0.6666666666666666,1.5789475789473684,0.52
4604,10,0.6666666666666666,1.5789475789473684,0.48
4605,10,0.6666666666666666,1.5789475789473684,0.44
4606,10,0.6666666666666666,1.5789475789473684,0.5
4607,10,0.6666666666666666,1.5789475789473684,0.56
4608,10,0.6666666666666666,1.5789475789473684,0.46
4609,10,0.6666666666666666,1.5789475789473684,0.48
4610,20,0.6666666666666666,1.5789475789473684,0.5
4611,20,0.6666666666666666,1.5789475789473684,0.56
4612,20,0.6666666666666666,1.5789475789473684,0.54
4613,20,0.6666666666666666,1.5789475789473684,0.44
4614,20,0.6666666666666666,1.5789475789473684,0.4
4615,20,0.6666666666666666,1.5789475789473684,0.54
4616,20,0.6666666666666666,1.5789475789473684,0.52
4617,20,0.6666666666666666,1.5789475789473684,0.48
4618,20,0.6666666666666666,1.5789475789473684,0.52
4619,20,0.6666666666666666,1.5789475789473684,0.46
4620,5,0.8888888888888888,1.5789475789473684,0.46
4621,5,0.8888888888888888,1.5789475789473684,0.58
4622,5,0.8888888888888888,1.5789475789473684,0.64
4623,5,0.8888888888888888,1.5789475789473684,0.64
4624,5,0.8888888888888888,1.5789475789473684,0.38
4625,5,0.8888888888888888,1.5789475789473684,0.54
4626,5,0.8888888888888888,1.5789475789473684,0.42
4627,5,0.8888888888888888,1.5789475789473684,0.48
4628,5,0.8888888888888888,1.5789475789473684,0.44
4629,5,0.8888888888888888,1.5789475789473684,0.54
4630,10,0.8888888888888888,1.5789475789473684,0.44
4631,10,0.8888888888888888,1.5789475789473684,0.4
4632,10,0.8888888888888888,1.5789475789473684,0.42
4633,10,0.8888888888888888,1.5789475789473684,0.48
4634,10,0.8888888888888888,1.5789475789473684,0.5
4635,10,0.8888888888888888,1.5789475789473684,0.54
4636,10,0.8888888888888888,1.5789475789473684,0.44
4637,10,0.8888888888888888,1.5789475789473684,0.54
4638,10,0.8888888888888888,1.5789475789473684,0.56
4639,10,0.8888888888888888,1.5789475789473684,0.52
4640,20,0.8888888888888888,1.5789475789473684,0.54
4641,20,0.8888888888888888,1.5789475789473684,0.5
4642,20,0.8888888888888888,1.5789475789473684,0.5
4643,20,0.8888888888888888,1.5789475789473684,0.46
4644,20,0.8888888888888888,1.5789475789473684,0.5
4645,20,0.8888888888888888,1.5789475789473684,0.46
4646,20,0.8888888888888888,1.5789475789473684,0.58
4647,20,0.8888888888888888,1.5789475789473684,0.5
4648,20,0.8888888888888888,1.5789475789473684,0.6
4649,20,0.8888888888888888,1.5789475789473684,0.5
4650,5,1.1111111111111112,1.5789475789473684,0.48
4651,5,1.1111111111111112,1.5789475789473684,0.5
4652,5,1.1111111111111112,1.5789475789473684,0.36
4653,5,1.1111111111111112,1.5789475789473684,0.44
4654,5,1.1111111111111112,1.5789475789473684,0.5
4655,5,1.1111111111111112,1.5789475789473684,0.58
4656,5,1.1111111111111112,1.5789475789473684,0.4
4657,5,1.1111111111111112,1.5789475789473684,0.52
4658,5,1.1111111111111112,1.5789475789473684,0.5
4659,5,1.1111111111111112,1.5789475789473684,0.58
4660,10,1.1111111111111112,1.5789475789473684,0.48
4661,10,1.1111111111111112,1.5789475789473684,0.64
4662,10,1.1111111111111112,1.5789475789473684,0.5
4663,10,1.1111111111111112,1.5789475789473684,0.58
4664,10,1.1111111111111112,1.5789475789473684,0.6
4665,10,1.1111111111111112,1.5789475789473684,0.5
4666,10,1.1111111111111112,1.5789475789473684,0.46
4667,10,1.1111111111111112,1.5789475789473684,0.38
4668,10,1.1111111111111112,1.5789475789473684,0.54
4669,10,1.1111111111111112,1.5789475789473684,0.42
4670,20,1.1111111111111112,1.5789475789473684,0.5
4671,20,1.1111111111111112,1.5789475789473684,0.54
4672,20,1.1111111111111112,1.5789475789473684,0.56
4673,20,1.1111111111111112,1.5789475789473684,0.44
4674,20,1.1111111111111112,1.5789475789473684,0.58
4675,20,1.1111111111111112,1.5789475789473684,0.52
4676,20,1.1111111111111112,1.5789475789473684,0.48
4677,20,1.1111111111111112,1.5789475789473684,0.52
4678,20,1.1111111111111112,1.5789475789473684,0.46
4679,20,1.1111111111111112,1.5789475789473684,0.38
4680,5,1.3333333333333333,1.5789475789473684,0.62
4681,5,1.3333333333333333,1.5789475789473684,0.36
4682,5,1.3333333333333333,1.5789475789473684,0.5
4683,5,1.3333333333333333,1.5789475789473684,0.5
4684,5,1.3333333333333333,1.5789475789473684,0.52
4685,5,1.3333333333333333,1.5789475789473684,0.58
4686,5,1.3333333333333333,1.5789475789473684,0.56
4687,5,1.3333333333333333,1.5789475789473684,0.56
4688,5,1.3333333333333333,1.5789475789473684,0.58
4689,5,1.3333333333333333,1.5789475789473684,0.54
4690,10,1.3333333333333333,1.5789475789473684,0.42
4691,10,1.3333333333333333,1.5789475789473684,0.5
4692,10,1.3333333333333333,1.5789475789473684,0.62
4693,10,1.3333333333333333,1.5789475789473684,0.46
4694,10,1.3333333333333333,1.5789475789473684,0.5
4695,10,1.3333333333333333,1.5789475789473684,0.56
4696,10,1.3333333333333333,1.5789475789473684,0.52
4697,10,1.3333333333333333,1.5789475789473684,0.48
4698,10,1.3333333333333333,1.5789475789473684,0.46
4699,10,1.3333333333333333,1.5789475789473684,0.62
4700,20,1.3333333333333333,1.5789475789473684,0.44
4701,20,1.3333333333333333,1.5789475789473684,0.54
4702,20,1.3333333333333333,1.5789475789473684,0.48
4703,20,1.3333333333333333,1.5789475789473684,0.46
4704,20,1.3333333333333333,1.5789475789473684,0.58
4705,20,1.3333333333333333,1.5789475789473684,0.4
4706,20,1.3333333333333333,1.5789475789473684,0.52
4707,20,1.3333333333333333,1.5789475789473684,0.6
4708,20,1.3333333333333333,1.5789475789473684,0.4
4709,20,1.3333333333333333,1.5789475789473684,0.46
4710,5,1.5555555555555554,1.5789475789473684,0.5
4711,5,1.5555555555555554,1.5789475789473684,0.54
4712,5,1.5555555555555554,1.5789475789473684,0.54
4713,5,1.5555555555555554,1.5789475789473684,0.58
4714,5,1.5555555555555554,1.5789475789473684,0.38
4715,5,1.5555555555555554,1.5789475789473684,0.44
4716,5,1.5555555555555554,1.5789475789473684,0.54
4717,5,1.5555555555555554,1.5789475789473684,0.46
4718,5,1.5555555555555554,1.5789475789473684,0.4
4719,5,1.5555555555555554,1.5789475789473684,0.38
4720,10,1.5555555555555554,1.5789475789473684,0.4
4721,10,1.5555555555555554,1.5789475789473684,0.46
4722,10,1.5555555555555554,1.5789475789473684,0.44
4723,10,1.5555555555555554,1.5789475789473684,0.56
4724,10,1.5555555555555554,1.5789475789473684,0.52
4725,10,1.5555555555555554,1.5789475789473684,0.52
4726,10,1.5555555555555554,1.5789475789473684,0.48
4727,10,1.5555555555555554,1.5789475789473684,0.46
4728,10,1.5555555555555554,1.5789475789473684,0.32
4729,10,1.5555555555555554,1.5789475789473684,0.48
4730,20,1.5555555555555554,1.5789475789473684,0.56
4731,20,1.5555555555555554,1.5789475789473684,0.42
4732,20,1.5555555555555554,1.5789475789473684,0.44
4733,20,1.5555555555555554,1.5789475789473684,0.56
4734,20,1.5555555555555554,1.5789475789473684,0.42
4735,20,1.5555555555555554,1.5789475789473684,0.48
4736,20,1.5555555555555554,1.5789475789473684,0.44
4737,20,1.5555555555555554,1.5789475789473684,0.48
4738,20,1.5555555555555554,1.5789475789473684,0.5
4739,20,1.5555555555555554,1.5789475789473684,0.46
4740,5,1.7777777777777777,1.5789475789473684,0.58
4741,5,1.7777777777777777,1.5789475789473684,0.54
4742,5,1.7777777777777777,1.5789475789473684,0.5
4743,5,1.7777777777777777,1.5789475789473684,0.5
4744,5,1.7777777777777777,1.5789475789473684,0.48
4745,5,1.7777777777777777,1.5789475789473684,0.56
4746,5,1.7777777777777777,1.5789475789473684,0.48
4747,5,1.7777777777777777,1.5789475789473684,0.5
4748,5,1.7777777777777777,1.5789475789473684,0.52
4749,5,1.7777777777777777,1.5789475789473684,0.42
4750,10,1.7777777777777777,1.5789475789473684,0.58
4751,10,1.7777777777777777,1.5789475789473684,0.44
4752,10,1.7777777777777777,1.5789475789473684,0.52
4753,10,1.7777777777777777,1.5789475789473684,0.54
4754,10,1.7777777777777777,1.5789475789473684,0.56
4755,10,1.7777777777777777,1.5789475789473684,0.5
4756,10,1.7777777777777777,1.5789475789473684,0.52
4757,10,1.7777777777777777,1.5789475789473684,0.44
4758,10,1.7777777777777777,1.5789475789473684,0.48
4759,10,1.7777777777777777,1.5789475789473684,0.48
4760,20,1.7777777777777777,1.5789475789473684,0.6
4761,20,1.7777777777777777,1.5789475789473684,0.36
4762,20,1.7777777777777777,1.5789475789473684,0.48
4763,20,1.7777777777777777,1.5789475789473684,0.48
4764,20,1.7777777777777777,1.5789475789473684,0.44
4765,20,1.7777777777777777,1.5789475789473684,0.56
4766,20,1.7777777777777777,1.5789475789473684,0.58
4767,20,1.7777777777777777,1.5789475789473684,0.4
4768,20,1.7777777777777777,1.5789475789473684,0.38
4769,20,1.7777777777777777,1.5789475789473684,0.54
4770,5,2.0,1.5789475789473684,0.66
4771,5,2.0,1.5789475789473684,0.38
4772,5,2.0,1.5789475789473684,0.54
4773,5,2.0,1.5789475789473684,0.54
4774,5,2.0,1.5789475789473684,0.56
4775,5,2.0,1.5789475789473684,0.44
4776,5,2.0,1.5789475789473684,0.58
4777,5,2.0,1.5789475789473684,0.6
4778,5,2.0,1.5789475789473684,0.62
4779,5,2.0,1.5789475789473684,0.46
4780,10,2.0,1.5789475789473684,0.52
4781,10,2.0,1.5789475789473684,0.46
4782,10,2.0,1.5789475789473684,0.58
4783,10,2.0,1.5789475789473684,0.5
4784,10,2.0,1.5789475789473684,0.48
4785,10,2.0,1.5789475789473684,0.56
4786,10,2.0,1.5789475789473684,0.4
4787,10,2.0,1.5789475789473684,0.5
4788,10,2.0,1.5789475789473684,0.4
4789,10,2.0,1.5789475789473684,0.42
4790,20,2.0,1.5789475789473684,0.5
4791,20,2.0,1.5789475789473684,0.56
4792,20,2.0,1.5789475789473684,0.56
4793,20,2.0,1.5789475789473684,0.42
4794,20,2.0,1.5789475789473684,0.54
4795,20,2.0,1.5789475789473684,0.54
4796,20,2.0,1.5789475789473684,0.5
4797,20,2.0,1.5789475789473684,0.46
4798,20,2.0,1.5789475789473684,0.6
4799,20,2.0,1.5789475789473684,0.44
4800,5,0.0,1.6842106842105262,0.4
4801,5,0.0,1.6842106842105262,0.62
4802,5,0.0,1.6842106842105262,0.42
4803,5,0.0,1.6842106842105262,0.52
4804,5,0.0,1.6842106842105262,0.56
4805,5,0.0,1.6842106842105262,0.42
4806,5,0.0,1.6842106842105262,0.64
4807,5,0.0,1.6842106842105262,0.56
4808,5,0.0,1.6842106842105262,0.54
4809,5,0.0,1.6842106842105262,0.46
4810,10,0.0,1.6842106842105262,0.54
4811,10,0.0,1.6842106842105262,0.66
4812,10,0.0,1.6842106842105262,0.62
4813,10,0.0,1.6842106842105262,0.54
4814,10,0.0,1.6842106842105262,0.3
4815,10,0.0,1.6842106842105262,0.52
4816,10,0.0,1.6842106842105262,0.56
4817,10,0.0,1.6842106842105262,0.46
4818,10,0.0,1.6842106842105262,0.56
4819,10,0.0,1.6842106842105262,0.4
4820,20,0.0,1.6842106842105262,0.46
4821,20,0.0,1.6842106842105262,0.46
4822,20,0.0,1.6842106842105262,0.54
4823,20,0.0,1.6842106842105262,0.42
4824,20,0.0,1.6842106842105262,0.44
4825,20,0.0,1.6842106842105262,0.52
4826,20,0.0,1.6842106842105262,0.5
4827,20,0.0,1.6842106842105262,0.54
4828,20,0.0,1.6842106842105262,0.52
4829,20,0.0,1.6842106842105262,0.42
4830,5,0.2222222222222222,1.6842106842105262,0.5
4831,5,0.2222222222222222,1.6842106842105262,0.46
4832,5,0.2222222222222222,1.6842106842105262,0.52
4833,5,0.2222222222222222,1.6842106842105262,0.46
4834,5,0.2222222222222222,1.6842106842105262,0.46
4835,5,0.2222222222222222,1.6842106842105262,0.42
4836,5,0.2222222222222222,1.6842106842105262,0.52
4837,5,0.2222222222222222,1.6842106842105262,0.52
4838,5,0.2222222222222222,1.6842106842105262,0.5
4839,5,0.2222222222222222,1.6842106842105262,0.42
4840,10,0.2222222222222222,1.6842106842105262,0.5
4841,10,0.2222222222222222,1.6842106842105262,0.46
4842,10,0.2222222222222222,1.6842106842105262,0.54
4843,10,0.2222222222222222,1.6842106842105262,0.54
4844,10,0.2222222222222222,1.6842106842105262,0.54
4845,10,0.2222222222222222,1.6842106842105262,0.38
4846,10,0.2222222222222222,1.6842106842105262,0.56
4847,10,0.2222222222222222,1.6842106842105262,0.52
4848,10,0.2222222222222222,1.6842106842105262,0.58
4849,10,0.2222222222222222,1.6842106842105262,0.48
4850,20,0.2222222222222222,1.6842106842105262,0.44
4851,20,0.2222222222222222,1.6842106842105262,0.48
4852,20,0.2222222222222222,1.6842106842105262,0.44
4853,20,0.2222222222222222,1.6842106842105262,0.6
4854,20,0.2222222222222222,1.6842106842105262,0.6
4855,20,0.2222222222222222,1.6842106842105262,0.66
4856,20,0.2222222222222222,1.6842106842105262,0.48
4857,20,0.2222222222222222,1.6842106842105262,0.62
4858,20,0.2222222222222222,1.6842106842105262,0.52
4859,20,0.2222222222222222,1.6842106842105262,0.56
4860,5,0.4444444444444444,1.6842106842105262,0.52
4861,5,0.4444444444444444,1.6842106842105262,0.52
4862,5,0.4444444444444444,1.6842106842105262,0.38
4863,5,0.4444444444444444,1.6842106842105262,0.56
4864,5,0.4444444444444444,1.6842106842105262,0.5
4865,5,0.4444444444444444,1.6842106842105262,0.52
4866,5,0.4444444444444444,1.6842106842105262,0.46
4867,5,0.4444444444444444,1.6842106842105262,0.4
4868,5,0.4444444444444444,1.6842106842105262,0.54
4869,5,0.4444444444444444,1.6842106842105262,0.42
4870,10,0.4444444444444444,1.6842106842105262,0.44
4871,10,0.4444444444444444,1.6842106842105262,0.44
4872,10,0.4444444444444444,1.6842106842105262,0.42
4873,10,0.4444444444444444,1.6842106842105262,0.42
4874,10,0.4444444444444444,1.6842106842105262,0.46
4875,10,0.4444444444444444,1.6842106842105262,0.52
4876,10,0.4444444444444444,1.6842106842105262,0.5
4877,10,0.4444444444444444,1.6842106842105262,0.54
4878,10,0.4444444444444444,1.6842106842105262,0.46
4879,10,0.4444444444444444,1.6842106842105262,0.5
4880,20,0.4444444444444444,1.6842106842105262,0.48
4881,20,0.4444444444444444,1.6842106842105262,0.38
4882,20,0.4444444444444444,1.6842106842105262,0.58
4883,20,0.4444444444444444,1.6842106842105262,0.46
4884,20,0.4444444444444444,1.6842106842105262,0.46
4885,20,0.4444444444444444,1.6842106842105262,0.42
4886,20,0.4444444444444444,1.6842106842105262,0.5
4887,20,0.4444444444444444,1.6842106842105262,0.5
4888,20,0.4444444444444444,1.6842106842105262,0.42
4889,20,0.4444444444444444,1.6842106842105262,0.36
4890,5,0.6666666666666666,1.6842106842105262,0.48
4891,5,0.6666666666666666,1.6842106842105262,0.6
4892,5,0.6666666666666666,1.6842106842105262,0.48
4893,5,0.6666666666666666,1.6842106842105262,0.36
4894,5,0.6666666666666666,1.6842106842105262,0.42
4895,5,0.6666666666666666,1.6842106842105262,0.58
4896,5,0.6666666666666666,1.6842106842105262,0.72
4897,5,0.6666666666666666,1.6842106842105262,0.62
4898,5,0.6666666666666666,1.6842106842105262,0.56
4899,5,0.6666666666666666,1.6842106842105262,0.46
4900,10,0.6666666666666666,1.6842106842105262,0.52
4901,10,0.6666666666666666,1.6842106842105262,0.5
4902,10,0.6666666666666666,1.6842106842105262,0.46
4903,10,0.6666666666666666,1.6842106842105262,0.46
4904,10,0.6666666666666666,1.6842106842105262,0.62
4905,10,0.6666666666666666,1.6842106842105262,0.5
4906,10,0.6666666666666666,1.6842106842105262,0.48
4907,10,0.6666666666666666,1.6842106842105262,0.46
4908,10,0.6666666666666666,1.6842106842105262,0.48
4909,10,0.6666666666666666,1.6842106842105262,0.48
4910,20,0.6666666666666666,1.6842106842105262,0.4
4911,20,0.6666666666666666,1.6842106842105262,0.48
4912,20,0.6666666666666666,1.6842106842105262,0.56
4913,20,0.6666666666666666,1.6842106842105262,0.44
4914,20,0.6666666666666666,1.6842106842105262,0.46
4915,20,0.6666666666666666,1.6842106842105262,0.62
4916,20,0.6666666666666666,1.6842106842105262,0.42
4917,20,0.6666666666666666,1.6842106842105262,0.48
4918,20,0.6666666666666666,1.6842106842105262,0.4
4919,20,0.6666666666666666,1.6842106842105262,0.5
4920,5,0.8888888888888888,1.6842106842105262,0.42
4921,5,0.8888888888888888,1.6842106842105262,0.5
4922,5,0.8888888888888888,1.6842106842105262,0.52
4923,5,0.8888888888888888,1.6842106842105262,0.54
4924,5,0.8888888888888888,1.6842106842105262,0.46
4925,5,0.8888888888888888,1.6842106842105262,0.46
4926,5,0.8888888888888888,1.6842106842105262,0.54
4927,5,0.8888888888888888,1.6842106842105262,0.38
4928,5,0.8888888888888888,1.6842106842105262,0.44
4929,5,0.8888888888888888,1.6842106842105262,0.54
4930,10,0.8888888888888888,1.6842106842105262,0.52
4931,10,0.8888888888888888,1.6842106842105262,0.52
4932,10,0.8888888888888888,1.6842106842105262,0.44
4933,10,0.8888888888888888,1.6842106842105262,0.54
4934,10,0.8888888888888888,1.6842106842105262,0.56
4935,10,0.8888888888888888,1.6842106842105262,0.46
4936,10,0.8888888888888888,1.6842106842105262,0.44
4937,10,0.8888888888888888,1.6842106842105262,0.58
4938,10,0.8888888888888888,1.6842106842105262,0.48
4939,10,0.8888888888888888,1.6842106842105262,0.66
4940,20,0.8888888888888888,1.6842106842105262,0.5
4941,20,0.8888888888888888,1.6842106842105262,0.54
4942,20,0.8888888888888888,1.6842106842105262,0.48
4943,20,0.8888888888888888,1.6842106842105262,0.44
4944,20,0.8888888888888888,1.6842106842105262,0.54
4945,20,0.8888888888888888,1.6842106842105262,0.48
4946,20,0.8888888888888888,1.6842106842105262,0.46
4947,20,0.8888888888888888,1.6842106842105262,0.46
4948,20,0.8888888888888888,1.6842106842105262,0.48
4949,20,0.8888888888888888,1.6842106842105262,0.44
4950,5,1.1111111111111112,1.6842106842105262,0.62
4951,5,1.1111111111111112,1.6842106842105262,0.44
4952,5,1.1111111111111112,1.6842106842105262,0.4
4953,5,1.1111111111111112,1.6842106842105262,0.54
4954,5,1.1111111111111112,1.6842106842105262,0.46
4955,5,1.1111111111111112,1.6842106842105262,0.6
4956,5,1.1111111111111112,1.6842106842105262,0.52
4957,5,1.1111111111111112,1.6842106842105262,0.44
4958,5,1.1111111111111112,1.6842106842105262,0.6
4959,5,1.1111111111111112,1.6842106842105262,0.66
4960,10,1.1111111111111112,1.6842106842105262,0.58
4961,10,1.1111111111111112,1.6842106842105262,0.48
4962,10,1.1111111111111112,1.6842106842105262,0.48
4963,10,1.1111111111111112,1.6842106842105262,0.56
4964,10,1.1111111111111112,1.6842106842105262,0.38
4965,10,1.1111111111111112,1.6842106842105262,0.42
4966,10,1.1111111111111112,1.6842106842105262,0.54
4967,10,1.1111111111111112,1.6842106842105262,0.48
4968,10,1.1111111111111112,1.6842106842105262,0.58
4969,10,1.1111111111111112,1.6842106842105262,0.5
4970,20,1.1111111111111112,1.6842106842105262,0.54
4971,20,1.1111111111111112,1.6842106842105262,0.64
4972,20,1.1111111111111112,1.6842106842105262,0.42
4973,20,1.1111111111111112,1.6842106842105262,0.48
4974,20,1.1111111111111112,1.6842106842105262,0.68
4975,20,1.1111111111111112,1.6842106842105262,0.44
4976,20,1.1111111111111112,1.6842106842105262,0.58
4977,20,1.1111111111111112,1.6842106842105262,0.4
4978,20,1.1111111111111112,1.6842106842105262,0.42
4979,20,1.1111111111111112,1.6842106842105262,0.48
4980,5,1.3333333333333333,1.6842106842105262,0.34
4981,5,1.3333333333333333,1.6842106842105262,0.54
4982,5,1.3333333333333333,1.6842106842105262,0.48
4983,5,1.3333333333333333,1.6842106842105262,0.58
4984,5,1.3333333333333333,1.6842106842105262,0.54
4985,5,1.3333333333333333,1.6842106842105262,0.68
4986,5,1.3333333333333333,1.6842106842105262,0.54
4987,5,1.3333333333333333,1.6842106842105262,0.4
4988,5,1.3333333333333333,1.6842106842105262,0.54
4989,5,1.3333333333333333,1.6842106842105262,0.48
4990,10,1.3333333333333333,1.6842106842105262,0.64
4991,10,1.3333333333333333,1.6842106842105262,0.4
4992,10,1.3333333333333333,1.6842106842105262,0.5
4993,10,1.3333333333333333,1.6842106842105262,0.5
4994,10,1.3333333333333333,1.6842106842105262,0.48
4995,10,1.3333333333333333,1.6842106842105262,0.56
4996,10,1.3333333333333333,1.6842106842105262,0.5
4997,10,1.3333333333333333,1.6842106842105262,0.5
4998,10,1.3333333333333333,1.6842106842105262,0.56
4999,10,1.3333333333333333,1.6842106842105262,0.52
5000,20,1.3333333333333333,1.6842106842105262,0.44
5001,20,1.3333333333333333,1.6842106842105262,0.56
5002,20,1.3333333333333333,1.6842106842105262,0.5
5003,20,1.3333333333333333,1.6842106842105262,0.52
5004,20,1.3333333333333333,1.6842106842105262,0.44
5005,20,1.3333333333333333,1.6842106842105262,0.4
5006,20,1.3333333333333333,1.6842106842105262,0.5
